,sdev,lookback,filter,result
564,7,70,0,160.60551660182486
565,7,70,1,105.4568286145368
566,7,70,2,104.89384255859294
567,7,80,0,161.21982111984144
568,7,80,1,106.39017945557528
569,7,80,2,105.14681728360613
570,7,90,0,161.03674009406902
571,7,90,1,106.03131133944083
572,7,90,2,106.90690911908898
573,7,100,0,157.40924117598112
574,7,100,1,101.8303301186061
575,7,100,2,104.3407813810774
576,7,110,0,212.74828733088782
577,7,110,1,103.90708637840389
578,7,110,2,105.32492839895455
579,7,120,0,234.63870638236398
580,7,120,1,108.04590241615648
581,7,120,2,107.1363874514495
582,7,130,0,246.67150454755662
583,7,130,1,109.12993123247526
584,7,130,2,107.98335038623317
585,7,140,0,253.06753412562188
586,7,140,1,114.32964165555248
587,7,140,2,111.31853328778554
588,7,150,0,265.4149692887126
589,7,150,1,120.68391581365425
590,7,150,2,112.64894610447386
591,7,160,0,346.145541879591
592,7,160,1,117.66258784491504
593,7,160,2,112.00104267730725
594,7,170,0,367.5458276747414
595,7,170,1,124.43038576290068
596,7,170,2,113.67619977969721
597,7,180,0,349.4258441416242
598,7,180,1,120.795928398178
599,7,180,2,108.74990273604905
600,7,190,0,349.82347005080555
601,7,190,1,115.76000125332607
602,7,190,2,114.17400219258695
603,7,200,0,334.90364137858234
604,7,200,1,111.35397364814064
605,7,200,2,112.43120272108102
606,7,210,0,424.3830134026363
607,7,210,1,109.02924959973461
608,7,210,2,112.11179853497259
609,7,220,0,418.92300801015256
610,7,220,1,107.30172407504708
611,7,220,2,114.12104670835599
612,7,230,0,437.7956905697002
613,7,230,1,111.55809717247205
614,7,230,2,115.48268376424168
615,7,240,0,430.22248943799354
616,7,240,1,109.43020843278528
617,7,240,2,117.43232769709726
618,7,250,0,435.147997731891
619,7,250,1,111.8347222537152
620,7,250,2,114.03154000669092
621,7,260,0,551.855552748944
622,7,260,1,111.15087520726286
623,7,260,2,112.28836884709597
624,7,270,0,517.054198124733
625,7,270,1,103.94623628912203
626,7,270,2,110.28673611265202
627,7,280,0,517.1922107879367
628,7,280,1,103.43256047965488
629,7,280,2,111.7706281507873
630,7,290,0,525.0227237121301
631,7,290,1,104.03806234399353
632,7,290,2,112.66219585061661
633,7,300,0,507.2275335657786
634,7,300,1,99.8239605854854
635,7,300,2,111.56345719506962
636,7,310,0,531.0756603314853
637,7,310,1,104.35368231191875
638,7,310,2,113.40168280251464
639,7,320,0,579.050604442037
640,7,320,1,113.29721497552411
641,7,320,2,123.83875763013101
642,7,330,0,579.5086480066158
643,7,330,1,113.3782789099067
644,7,330,2,124.5093244147717
645,7,340,0,565.602740077278
646,7,340,1,113.2140847857025
647,7,340,2,123.60997009729435
648,7,350,0,555.5773875204848
649,7,350,1,112.92567647318556
650,7,350,2,120.90909710653341
651,7,360,0,570.6549444319803
652,7,360,1,116.22421907805744
653,7,360,2,120.28749973105886
654,7,370,0,710.0326016223623
655,7,370,1,115.54813200645046
656,7,370,2,119.80705988174788
657,7,380,0,674.1759407262027
658,7,380,1,110.73281680936266
659,7,380,2,118.47165234783073
660,7,390,0,603.8219332522397
661,7,390,1,103.02175620161871
662,7,390,2,116.45856441487913
663,7,400,0,611.7312413507581
664,7,400,1,104.69729764627299
665,7,400,2,117.07357054887963
666,7,410,0,651.7035572191803
667,7,410,1,110.77005767200664
668,7,410,2,119.07526403560524
669,7,420,0,660.2259913344075
670,7,420,1,111.93352426620781
671,7,420,2,119.46389067823418
672,7,430,0,681.1599327416205
673,7,430,1,111.59114462375383
674,7,430,2,123.44934503765548
675,7,440,0,697.384745148135
676,7,440,1,113.87036789840192
677,7,440,2,123.7862817562817
678,7,450,0,554.7905676805228
679,7,450,1,113.86787672521297
680,7,450,2,123.4859030137491
681,7,460,0,568.1574561808908
682,7,460,1,116.03696990071504
683,7,460,2,125.65478262065879
684,7,470,0,554.1804097696108
685,7,470,1,111.85710969459383
686,7,470,2,125.20341505145053
687,7,480,0,546.318383644385
688,7,480,1,110.43047579311387
689,7,480,2,123.26043168915048
690,8,30,0,99.94725944117756
691,8,30,1,99.9734636480529
692,8,30,2,99.9734636480529
693,8,40,0,100.0
694,8,40,1,100.0
695,8,40,2,100.0
696,8,50,0,100.0
697,8,50,1,100.0
698,8,50,2,100.0
699,8,60,0,100.0
700,8,60,1,100.0
701,8,60,2,100.0
702,8,70,0,134.69235831490016
703,8,70,1,98.41918757833201
704,8,70,2,98.41918757833201
705,8,80,0,141.12469881646044
706,8,80,1,96.12127842311568
707,8,80,2,102.24619837888653
708,8,90,0,155.87820070951958
709,8,90,1,104.33880570740084
710,8,90,2,106.11047373224731
711,8,100,0,149.31132516938928
712,8,100,1,101.97172673530778
713,8,100,2,102.85208909832329
714,8,110,0,152.57047039991406
715,8,110,1,104.97796683122856
716,8,110,2,103.9602268825568
717,8,120,0,156.75422373518586
718,8,120,1,106.8680045558007
719,8,120,2,106.28116967263908
720,8,130,0,160.2202601266332
721,8,130,1,108.84324531067493
722,8,130,2,105.7135025461339
723,8,140,0,215.6668513625679
724,8,140,1,108.16375965366873
725,8,140,2,105.61491455272699
726,8,150,0,221.13311440512015
727,8,150,1,108.06368737746743
728,8,150,2,105.27193539676558
729,8,160,0,223.89132184925367
730,8,160,1,108.59464483440932
731,8,160,2,104.41112489075375
732,8,170,0,231.54173208350778
733,8,170,1,112.4786872538927
734,8,170,2,104.0246312957523
735,8,180,0,233.694869216366
736,8,180,1,112.14316761126062
737,8,180,2,105.39851062100605
738,8,190,0,235.76519232961206
739,8,190,1,113.21156026574097
740,8,190,2,107.40611831807234
741,8,200,0,323.31972145472287
742,8,200,1,116.50836330659988
743,8,200,2,109.04903032825162
744,8,210,0,325.5521422228257
745,8,210,1,117.92640969535336
746,8,210,2,109.88339182188567
747,8,220,0,323.57336969837036
748,8,220,1,117.24420212963835
749,8,220,2,109.26392674541864
750,8,230,0,328.6749964146007
751,8,230,1,115.31833959263442
752,8,230,2,109.44135584040318
753,8,240,0,324.70184623400365
754,8,240,1,112.7976861598275
755,8,240,2,107.53981295291237
756,8,250,0,326.1767692527655
757,8,250,1,113.55260289137928
758,8,250,2,109.85602424902777
759,8,260,0,330.2834695132408
760,8,260,1,115.04235851140312
761,8,260,2,111.26331952872587
762,8,270,0,318.891271386485
763,8,270,1,110.5996491979498
764,8,270,2,111.24776906841876
765,8,280,0,417.1675161300431
766,8,280,1,105.70126123601007
767,8,280,2,111.49121583363583
768,8,290,0,432.2675473511301
769,8,290,1,108.82635638394223
770,8,290,2,113.38073669148262
771,8,300,0,408.82797712245366
772,8,300,1,107.00042262673983
773,8,300,2,109.0312239646829
774,8,310,0,417.30149209194565
775,8,310,1,109.21815168053716
776,8,310,2,110.39503522868952
777,8,320,0,412.54336137914567
778,8,320,1,108.60135610973725
779,8,320,2,110.57580238785502
780,8,330,0,414.9711590959959
781,8,330,1,109.91364854311114
782,8,330,2,108.62402380596488
783,8,340,0,423.4135865562046
784,8,340,1,112.14979913905498
785,8,340,2,109.29722494062521
786,8,350,0,413.8956564092633
787,8,350,1,109.59087057647747
788,8,350,2,109.49164080985798
789,8,360,0,554.6974307122424
790,8,360,1,113.61392939590719
791,8,360,2,107.12566267891206
792,8,370,0,548.1008031715307
793,8,370,1,112.95074678315306
794,8,370,2,107.50609520340404
795,8,380,0,418.6396793146018
796,8,380,1,114.26793942567453
797,8,380,2,108.36593113261783
798,8,390,0,408.53118973001995
799,8,390,1,111.18207170799839
800,8,390,2,108.09619018177803
801,8,400,0,402.63466643982827
802,8,400,1,111.99224356786932
803,8,400,2,107.45026743735615
804,8,410,0,396.40878158434896
805,8,410,1,110.45649688315589
806,8,410,2,107.28202469325889
807,8,420,0,405.2384184433977
808,8,420,1,113.02826961986854
809,8,420,2,107.55343225300894
810,8,430,0,404.55885066454834
811,8,430,1,112.76103510502311
812,8,430,2,106.62453984152695
813,8,440,0,401.46020024248645
814,8,440,1,111.64846343118808
815,8,440,2,106.88778987943466
816,8,450,0,395.67500694271
817,8,450,1,113.77985351144204
818,8,450,2,104.7963486732745
819,8,460,0,295.7022947877107
820,8,460,1,112.6215461017904
821,8,460,2,102.86161873927095
822,8,470,0,301.97034549781085
823,8,470,1,114.92343932437359
824,8,470,2,102.93802371006824
825,8,480,0,228.3200052679186
826,8,480,1,115.93286310401685
827,8,480,2,103.66460795118995
